0,1,2,3,4,5,6,7,8,9,10
salty snack,root vegetables,,,,,,,,,
rolls/buns,detergent,,,,,,,,,
hard cheese,white wine,,,,,,,,,
other vegetables,fruit/vegetable juice,white bread,,,,,,,,
bottled beer,bottled water,,,,,,,,,
sausage,cake bar,,,,,,,,,
chewing gum,soda,red/blush wine,,,,,,,,
dessert,condensed milk,rolls/buns,shopping bags,,,,,,,
whipped/sour cream,white bread,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
sausage,tropical fruit,bottled beer,fruit/vegetable juice,,,,,,,
yogurt,whole milk,waffles,,,,,,,,
other vegetables,beverages,,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
butter,sugar,,,,,,,,,
root vegetables,snack products,,,,,,,,,
berries,candy,rolls/buns,,,,,,,,
chocolate,whole milk,hamburger meat,other vegetables,,,,,,,
berries,hygiene articles,,,,,,,,,
whole milk,rolls/buns,yogurt,,,,,,,,
nuts/prunes,root vegetables,white wine,pastry,,,,,,,
rolls/buns,frozen vegetables,roll products ,,,,,,,,
sausage,margarine,,,,,,,,,
pastry,soda,instant coffee,,,,,,,,
ham,whipped/sour cream,,,,,,,,,
pastry,UHT-milk,,,,,,,,,
frankfurter,seasonal products,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
canned beer,soda,,,,,,,,,
root vegetables,semi-finished bread,,,,,,,,,
rolls/buns,dessert,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
sausage,UHT-milk,,,,,,,,,
candles,other vegetables,,,,,,,,,
yogurt,bottled beer,sugar,,,,,,,,
coffee,sauces,,,,,,,,,
candles,whole milk,,,,,,,,,
sugar,fruit/vegetable juice,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
tropical fruit,soda,whipped/sour cream,,,,,,,,
chicken,cat food,,,,,,,,,
pip fruit,brown bread,,,,,,,,,
meat,butter,,,,,,,,,
butter milk,frozen vegetables,,,,,,,,,
frozen potato products,bottled beer,,,,,,,,,
grapes,other vegetables,domestic eggs,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
frankfurter,butter,newspapers,,,,,,,,
hair spray,chocolate,rolls/buns,,,,,,,,
whole milk,frozen meals,,,,,,,,,
long life bakery product,bottled water,,,,,,,,,
beef,waffles,detergent,shopping bags,,,,,,,
frankfurter,whole milk,,,,,,,,,
white bread,shopping bags,,,,,,,,,
pastry,whole milk,,,,,,,,,
bottled water,specialty chocolate,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
napkins,photo/film,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
grapes,whipped/sour cream,,,,,,,,,
yogurt,roll products ,,,,,,,,,
dessert,domestic eggs,,,,,,,,,
chicken,frozen vegetables,candles,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
bottled water,mustard,,,,,,,,,
citrus fruit,berries,,,,,,,,,
bottled water,butter milk,,,,,,,,,
light bulbs,frozen vegetables,liquor,citrus fruit,butter,chewing gum,cream cheese ,rolls/buns,,,
chewing gum,condensed milk,,,,,,,,,
citrus fruit,butter,UHT-milk,,,,,,,,
bottled beer,soda,frozen vegetables,,,,,,,,
chicken,whole milk,soda,,,,,,,,
whole milk,whole milk,,,,,,,,,
instant coffee,shopping bags,,,,,,,,,
chicken,canned beer,,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
citrus fruit,soda,,,,,,,,,
salty snack,frozen vegetables,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
sweet spreads,butter,,,,,,,,,
popcorn,long life bakery product,,,,,,,,,
pip fruit,waffles,,,,,,,,,
bottled water,soft cheese,dishes,chocolate,,,,,,,
whole milk,rolls/buns,,,,,,,,,
brown bread,coffee,,,,,,,,,
cream cheese ,frozen vegetables,sugar,coffee,,,,,,,
berries,beverages,,,,,,,,,
pip fruit,other vegetables,flour,,,,,,,,
tropical fruit,tropical fruit,,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
bottled beer,hamburger meat,,,,,,,,,
waffles,yogurt,,,,,,,,,
root vegetables,semi-finished bread,,,,,,,,,
sugar,fruit/vegetable juice,,,,,,,,,
ice cream,onions,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
root vegetables,frozen vegetables,pet care,,,,,,,,
butter milk,margarine,,,,,,,,,
butter,waffles,,,,,,,,,
oil,specialty vegetables,,,,,,,,,
whole milk,organic products,,,,,,,,,
curd,cereals,,,,,,,,,
soda,soda,canned fruit,processed cheese,soda,shopping bags,,,,,
pork,yogurt,,,,,,,,,
brown bread,whole milk,white bread,,,,,,,,
pastry,rolls/buns,,,,,,,,,
cream cheese ,other vegetables,,,,,,,,,
pip fruit,processed cheese,canned beer,,,,,,,,
photo/film,brown bread,,,,,,,,,
tropical fruit,whole milk,dish cleaner,yogurt,newspapers,,,,,,
grapes,processed cheese,,,,,,,,,
root vegetables,bottled water,frozen dessert,,,,,,,,
ham,yogurt,,,,,,,,,
pork,hygiene articles,,,,,,,,,
pastry,sausage,soda,rolls/buns,sugar,soda,other vegetables,whole milk,softener,,
beef,finished products,,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
rolls/buns,pork,,,,,,,,,
whole milk,root vegetables,rolls/buns,whipped/sour cream,,,,,,,
curd,whole milk,bottled water,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
ice cream,specialty chocolate,,,,,,,,,
sausage,butter,,,,,,,,,
other vegetables,fruit/vegetable juice,coffee,,,,,,,,
white bread,bottled water,,,,,,,,,
pork,processed cheese,,,,,,,,,
tropical fruit,soda,margarine,,,,,,,,
finished products,whole milk,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
sparkling wine,waffles,,,,,,,,,
frankfurter,newspapers,,,,,,,,,
shopping bags,other vegetables,,,,,,,,,
pot plants,organic products,,,,,,,,,
dish cleaner,whole milk,flower (seeds),flour,chewing gum,dog food,,,,,
pork,finished products,ice cream,shopping bags,rolls/buns,,,,,,
mustard,whole milk,tropical fruit,whole milk,,,,,,,
root vegetables,bottled water,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
chicken,specialty bar,newspapers,liquor,,,,,,,
pork,curd,,,,,,,,,
red/blush wine,curd,,,,,,,,,
organic sausage,frozen meals,sugar,,,,,,,,
onions,long life bakery product,,,,,,,,,
rolls/buns,shopping bags,cat food,,,,,,,,
frozen vegetables,tropical fruit,,,,,,,,,
canned beer,chocolate,,,,,,,,,
specialty chocolate,soda,,,,,,,,,
pork,shopping bags,,,,,,,,,
specialty chocolate,white wine,nuts/prunes,cream cheese ,cake bar,yogurt,frozen vegetables,,,,
UHT-milk,berries,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
pastry,specialty bar,,,,,,,,,
root vegetables,pastry,specialty chocolate,,,,,,,,
meat,whole milk,,,,,,,,,
other vegetables,skin care,domestic eggs,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
liver loaf,fruit/vegetable juice,,,,,,,,,
shopping bags,yogurt,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
fruit/vegetable juice,flower (seeds),,,,,,,,,
root vegetables,frozen fruits,waffles,,,,,,,,
ice cream,grapes,,,,,,,,,
beef,specialty bar,rolls/buns,,,,,,,,
liquor,bathroom cleaner,,,,,,,,,
dessert,curd,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
other vegetables,semi-finished bread,other vegetables,rolls/buns,shopping bags,salty snack,,,,,
canned beer,root vegetables,,,,,,,,,
soda,beverages,,,,,,,,,
frankfurter,whole milk,rolls/buns,,,,,,,,
whole milk,dog food,pastry,,,,,,,,
root vegetables,detergent,,,,,,,,,
fruit/vegetable juice,root vegetables,,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
newspapers,newspapers,,,,,,,,,
softener,margarine,hygiene articles,,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
butter,canned beer,,,,,,,,,
processed cheese,dog food,frozen potato products,,,,,,,,
curd,butter,,,,,,,,,
bottled beer,root vegetables,pip fruit,other vegetables,dessert,rolls/buns,shopping bags,,,,
curd,other vegetables,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
instant coffee,sparkling wine,,,,,,,,,
frankfurter,rolls/buns,rolls/buns,,,,,,,,
coffee,hamburger meat,brown bread,detergent,,,,,,,
root vegetables,pastry,,,,,,,,,
pork,processed cheese,beef,white wine,soda,packaged fruit/vegetables,sliced cheese,beverages,,,
margarine,beverages,,,,,,,,,
baking powder,butter,,,,,,,,,
bottled beer,shopping bags,soda,,,,,,,,
soda,nut snack,,,,,,,,,
whole milk,coffee,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
hygiene articles,tea,,,,,,,,,
chocolate,seasonal products,waffles,,,,,,,,
hard cheese,rolls/buns,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
hamburger meat,cookware,pastry,,,,,,,,
sausage,other vegetables,other vegetables,butter milk,,,,,,,
dessert,butter milk,,,,,,,,,
soda,shopping bags,,,,,,,,,
bottled water,shopping bags,waffles,,,,,,,,
other vegetables,soda,frozen potato products,,,,,,,,
cream cheese ,whipped/sour cream,napkins,,,,,,,,
margarine,bottled water,,,,,,,,,
berries,rolls/buns,,,,,,,,,
beverages,waffles,specialty chocolate,,,,,,,,
onions,bottled beer,yogurt,rolls/buns,,,,,,,
ice cream,pastry,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
onions,soda,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
yogurt,domestic eggs,frozen vegetables,fruit/vegetable juice,,,,,,,
long life bakery product,napkins,,,,,,,,,
citrus fruit,pork,root vegetables,dishes,curd,rolls/buns,candy,yogurt,,,
flower (seeds),domestic eggs,,,,,,,,,
rolls/buns,soda,curd,dessert,,,,,,,
frozen vegetables,canned beer,brown bread,soda,,,,,,,
yogurt,other vegetables,fruit/vegetable juice,,,,,,,,
meat,oil,candles,female sanitary products,,,,,,,
frankfurter,pastry,salt,,,,,,,,
pastry,other vegetables,,,,,,,,,
sausage,butter,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
UHT-milk,fish,,,,,,,,,
whole milk,frozen vegetables,semi-finished bread,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
whole milk,canned beer,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
instant coffee,newspapers,,,,,,,,,
whole milk,whole milk,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
fruit/vegetable juice,soda,,,,,,,,,
other vegetables,shopping bags,soda,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
soda,yogurt,,,,,,,,,
whole milk,sugar,whole milk,onions,processed cheese,pip fruit,whole milk,,,,
hamburger meat,chicken,,,,,,,,,
flower (seeds),shopping bags,,,,,,,,,
frankfurter,frozen meals,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
whole milk,salt,,,,,,,,,
bottled water,frozen vegetables,frozen vegetables,UHT-milk,,,,,,,
pip fruit,rolls/buns,specialty chocolate,,,,,,,,
ham,whole milk,,,,,,,,,
meat,tropical fruit,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
whole milk,whole milk,napkins,,,,,,,,
other vegetables,whole milk,,,,,,,,,
chicken,brown bread,,,,,,,,,
whole milk,hamburger meat,beverages,bottled water,,,,,,,
whole milk,rolls/buns,,,,,,,,,
sausage,processed cheese,,,,,,,,,
tropical fruit,condensed milk,,,,,,,,,
frozen meals,whole milk,fruit/vegetable juice,butter,chocolate,bottled water,,,,,
whole milk,whole milk,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
soft cheese,long life bakery product,,,,,,,,,
coffee,hamburger meat,,,,,,,,,
sausage,brown bread,,,,,,,,,
mustard,yogurt,,,,,,,,,
soda,yogurt,sliced cheese,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
pickled vegetables,hard cheese,,,,,,,,,
rolls/buns,semi-finished bread,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
brown bread,pip fruit,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
domestic eggs,dessert,,,,,,,,,
whole milk,pip fruit,tropical fruit,soda,,,,,,,
ice cream,other vegetables,,,,,,,,,
yogurt,margarine,newspapers,,,,,,,,
pip fruit,pork,seasonal products,canned beer,,,,,,,
pastry,UHT-milk,,,,,,,,,
hamburger meat,yogurt,curd cheese,frozen meals,mustard,soda,white wine,butter,,,
soda,soda,,,,,,,,,
beef,whole milk,frozen vegetables,,,,,,,,
frankfurter,finished products,canned beer,hamburger meat,packaged fruit/vegetables,whipped/sour cream,curd,sweet spreads,white bread,,
bottled beer,newspapers,napkins,,,,,,,,
root vegetables,candles,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
onions,other vegetables,,,,,,,,,
bottled beer,specialty bar,baking powder,,,,,,,,
frankfurter,whole milk,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
hamburger meat,chewing gum,curd,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
berries,other vegetables,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
tropical fruit,domestic eggs,candy,sugar,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
canned beer,domestic eggs,,,,,,,,,
butter,yogurt,,,,,,,,,
tropical fruit,onions,whipped/sour cream,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
oil,onions,,,,,,,,,
shopping bags,bottled water,,,,,,,,,
other vegetables,chicken,,,,,,,,,
pickled vegetables,hygiene articles,,,,,,,,,
bottled water,yogurt,butter,,,,,,,,
flower soil/fertilizer,yogurt,specialty chocolate,,,,,,,,
brown bread,whole milk,,,,,,,,,
dishes,butter milk,,,,,,,,,
citrus fruit,butter,,,,,,,,,
ice cream,specialty chocolate,semi-finished bread,,,,,,,,
sausage,yogurt,,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
frankfurter,beef,,,,,,,,,
misc. beverages,tropical fruit,yogurt,specialty chocolate,,,,,,,
hamburger meat,sausage,grapes,soda,,,,,,,
salty snack,sugar,,,,,,,,,
whole milk,butter,,,,,,,,,
beverages,red/blush wine,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
pork,pip fruit,,,,,,,,,
coffee,dishes,,,,,,,,,
liquor,hygiene articles,,,,,,,,,
pork,whole milk,other vegetables,,,,,,,,
pork,chocolate,soap,,,,,,,,
pip fruit,pork,sausage,dessert,grapes,soda,dessert,yogurt,whole milk,,
butter,whole milk,,,,,,,,,
frozen vegetables,red/blush wine,,,,,,,,,
citrus fruit,red/blush wine,,,,,,,,,
salty snack,napkins,yogurt,brown bread,,,,,,,
root vegetables,bottled water,,,,,,,,,
canned beer,brown bread,,,,,,,,,
other vegetables,hard cheese,chocolate,,,,,,,,
citrus fruit,soda,,,,,,,,,
condensed milk,other vegetables,,,,,,,,,
soda,soft cheese,oil,,,,,,,,
yogurt,tropical fruit,specialty bar,,,,,,,,
butter,waffles,,,,,,,,,
other vegetables,sausage,whole milk,butter milk,packaged fruit/vegetables,,,,,,
beef,pastry,yogurt,chewing gum,,,,,,,
other vegetables,yogurt,,,,,,,,,
citrus fruit,bottled water,pastry,,,,,,,,
whipped/sour cream,oil,,,,,,,,,
sugar,other vegetables,,,,,,,,,
citrus fruit,frozen dessert,,,,,,,,,
canned fruit,brown bread,,,,,,,,,
nuts/prunes,margarine,,,,,,,,,
soda,whole milk,brandy,,,,,,,,
berries,pip fruit,,,,,,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
rolls/buns,nuts/prunes,,,,,,,,,
rolls/buns,tropical fruit,coffee,chocolate,,,,,,,
whole milk,beef,,,,,,,,,
domestic eggs,pastry,,,,,,,,,
ham,pickled vegetables,,,,,,,,,
ice cream,detergent,rolls/buns,,,,,,,,
sausage,yogurt,,,,,,,,,
grapes,soda,other vegetables,,,,,,,,
bottled water,sausage,whole milk,margarine,,,,,,,
packaged fruit/vegetables,yogurt,bottled beer,,,,,,,,
domestic eggs,whole milk,artif. sweetener,,,,,,,,
soda,other vegetables,,,,,,,,,
other vegetables,candy,,,,,,,,,
female sanitary products,domestic eggs,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
sausage,soda,,,,,,,,,
citrus fruit,herbs,pudding powder,,,,,,,,
coffee,packaged fruit/vegetables,bottled water,pastry,,,,,,,
chicken,fruit/vegetable juice,cake bar,,,,,,,,
whole milk,flour,berries,,,,,,,,
beef,root vegetables,,,,,,,,,
whipped/sour cream,cream cheese ,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
sausage,yogurt,,,,,,,,,
pot plants,butter milk,margarine,,,,,,,,
sausage,packaged fruit/vegetables,,,,,,,,,
bottled water,shopping bags,bottled water,,,,,,,,
pastry,curd,,,,,,,,,
ham,coffee,,,,,,,,,
liver loaf,bottled beer,,,,,,,,,
chicken,other vegetables,,,,,,,,,
ham,rum,,,,,,,,,
salty snack,waffles,specialty cheese,,,,,,,,
soda,artif. sweetener,cocoa drinks,bottled water,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
whole milk,chocolate,roll products ,,,,,,,,
ham,waffles,processed cheese,hygiene articles,,,,,,,
ice cream,napkins,,,,,,,,,
fruit/vegetable juice,pastry,,,,,,,,,
citrus fruit,coffee,,,,,,,,,
other vegetables,soda,,,,,,,,,
coffee,bottled water,,,,,,,,,
flower (seeds),flower (seeds),,,,,,,,,
whipped/sour cream,whipped/sour cream,,,,,,,,,
herbs,newspapers,brown bread,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
pastry,brown bread,whisky,,,,,,,,
frozen potato products,chewing gum,,,,,,,,,
root vegetables,butter,,,,,,,,,
whole milk,waffles,soft cheese,domestic eggs,dish cleaner,bathroom cleaner,,,,,
candy,candy,,,,,,,,,
onions,white wine,,,,,,,,,
whole milk,pastry,yogurt,pot plants,,,,,,,
whole milk,soda,,,,,,,,,
yogurt,chocolate,,,,,,,,,
frozen potato products,domestic eggs,curd cheese,,,,,,,,
frozen vegetables,newspapers,,,,,,,,,
misc. beverages,yogurt,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
berries,other vegetables,,,,,,,,,
meat,tropical fruit,rolls/buns,,,,,,,,
beef,curd,frozen meals,,,,,,,,
soda,other vegetables,,,,,,,,,
baking powder,pet care,yogurt,frozen vegetables,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
sausage,sausage,bottled beer,spread cheese,,,,,,,
chocolate,brown bread,salty snack,,,,,,,,
sparkling wine,bottled water,,,,,,,,,
pork,berries,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
root vegetables,berries,coffee,bottled beer,rice,,,,,,
sausage,tropical fruit,,,,,,,,,
sausage,other vegetables,,,,,,,,,
soda,root vegetables,,,,,,,,,
ham,brown bread,,,,,,,,,
tidbits,cream cheese ,,,,,,,,,
curd,dessert,,,,,,,,,
butter milk,bottled water,shopping bags,,,,,,,,
whole milk,newspapers,soda,whipped/sour cream,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
whole milk,white bread,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
candles,coffee,,,,,,,,,
frozen fruits,citrus fruit,,,,,,,,,
sausage,yogurt,,,,,,,,,
sausage,whole milk,rolls/buns,bottled beer,,,,,,,
citrus fruit,curd,margarine,,,,,,,,
bottled water,soda,nut snack,,,,,,,,
soft cheese,whipped/sour cream,,,,,,,,,
pip fruit,skin care,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
soda,bottled water,,,,,,,,,
bottled water,canned vegetables,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
hamburger meat,soft cheese,pickled vegetables,,,,,,,,
margarine,long life bakery product,,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
sliced cheese,liquor,hygiene articles,,,,,,,,
root vegetables,UHT-milk,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
frozen potato products,detergent,,,,,,,,,
beef,turkey,grapes,shopping bags,sliced cheese,bottled water,,,,,
rolls/buns,pork,pastry,other vegetables,soda,pot plants,newspapers,,,,
yogurt,bottled beer,rolls/buns,yogurt,sugar,,,,,,
whole milk,beef,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
tropical fruit,soda,,,,,,,,,
soda,salty snack,butter milk,baking powder,,,,,,,
soda,pork,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
pet care,shopping bags,,,,,,,,,
onions,bottled water,,,,,,,,,
white bread,margarine,,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
meat,whole milk,newspapers,,,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
soda,shopping bags,,,,,,,,,
frankfurter,processed cheese,,,,,,,,,
yogurt,frozen fish,chocolate,butter,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
whole milk,white bread,canned beer,brown bread,fruit/vegetable juice,,,,,,
sausage,frozen meals,,,,,,,,,
dessert,packaged fruit/vegetables,,,,,,,,,
citrus fruit,pastry,dish cleaner,,,,,,,,
pastry,yogurt,,,,,,,,,
butter milk,snack products,packaged fruit/vegetables,,,,,,,,
whole milk,white bread,newspapers,,,,,,,,
berries,root vegetables,bottled water,,,,,,,,
pip fruit,whole milk,,,,,,,,,
whole milk,cat food,,,,,,,,,
sugar,whole milk,,,,,,,,,
sausage,yogurt,,,,,,,,,
packaged fruit/vegetables,whole milk,photo/film,oil,,,,,,,
other vegetables,sugar,oil,,,,,,,,
beverages,rice,,,,,,,,,
beef,frozen vegetables,,,,,,,,,
sliced cheese,rolls/buns,rolls/buns,,,,,,,,
ice cream,whole milk,,,,,,,,,
curd,soda,whole milk,,,,,,,,
newspapers,red/blush wine,,,,,,,,,
canned beer,bottled water,,,,,,,,,
onions,waffles,,,,,,,,,
pork,whole milk,,,,,,,,,
ham,pickled vegetables,shopping bags,,,,,,,,
frozen meals,pip fruit,dish cleaner,processed cheese,,,,,,,
other vegetables,other vegetables,,,,,,,,,
ham,specialty bar,,,,,,,,,
butter,dog food,,,,,,,,,
meat,cling film/bags,whipped/sour cream,,,,,,,,
sausage,white bread,,,,,,,,,
pastry,semi-finished bread,dishes,napkins,,,,,,,
bottled water,canned beer,,,,,,,,,
soft cheese,yogurt,hard cheese,coffee,roll products ,,,,,,
bottled water,hygiene articles,,,,,,,,,
curd,napkins,,,,,,,,,
cream cheese ,yogurt,,,,,,,,,
frozen vegetables,canned beer,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
beef,butter,chocolate,frozen meals,napkins,margarine,,,,,
pork,UHT-milk,frozen fish,,,,,,,,
grapes,herbs,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
sausage,berries,,,,,,,,,
pork,grapes,,,,,,,,,
pip fruit,tropical fruit,rolls/buns,pip fruit,rolls/buns,,,,,,
pork,bottled water,baking powder,,,,,,,,
yogurt,frozen vegetables,waffles,,,,,,,,
yogurt,other vegetables,fruit/vegetable juice,,,,,,,,
bottled water,frozen chicken,,,,,,,,,
bottled beer,soda,newspapers,,,,,,,,
pot plants,pip fruit,,,,,,,,,
pip fruit,salty snack,,,,,,,,,
semi-finished bread,whole milk,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
citrus fruit,chicken,,,,,,,,,
canned beer,flour,,,,,,,,,
fruit/vegetable juice,white wine,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
whole milk,other vegetables,rolls/buns,Instant food products,,,,,,,
newspapers,whipped/sour cream,,,,,,,,,
other vegetables,dog food,,,,,,,,,
candy,soda,,,,,,,,,
pork,domestic eggs,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
chocolate,shopping bags,,,,,,,,,
meat,bottled water,soda,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
root vegetables,hard cheese,pastry,,,,,,,,
candy,dessert,rolls/buns,canned fish,,,,,,,
sausage,whole milk,,,,,,,,,
dessert,frozen vegetables,,,,,,,,,
pork,berries,,,,,,,,,
other vegetables,dessert,other vegetables,fruit/vegetable juice,,,,,,,
brown bread,processed cheese,,,,,,,,,
beverages,sugar,,,,,,,,,
rolls/buns,citrus fruit,fruit/vegetable juice,,,,,,,,
ham,whole milk,,,,,,,,,
whole milk,newspapers,hygiene articles,,,,,,,,
photo/film,whole milk,,,,,,,,,
beef,Instant food products,,,,,,,,,
